"FullName","Name","LastWriteTime","Length"
"D:\Tradelatest\docs\implementation_plan\acquire-perp-funding-oi-data-refactored-marble.md","acquire-perp-funding-oi-data-refactored-marble.md","18-06-2026 03:04:36","7910"
"D:\Tradelatest\docs\research-readiness\program-5-cross-sectional-preregistration.md","program-5-cross-sectional-preregistration.md","18-06-2026 02:44:18","8567"
"D:\Tradelatest\docs\implementation_plan\the-largest-risk-you-wondrous-muffin.md","the-largest-risk-you-wondrous-muffin.md","18-06-2026 02:31:21","8982"
"D:\Tradelatest\docs\analysis\session-log-archive\session-log-2026-06-13_to_2026-06-14.md","session-log-2026-06-13_to_2026-06-14.md","18-06-2026 02:31:07","33124"
"D:\Tradelatest\docs\governance\EPISTEMIC_INTEGRITY.md","EPISTEMIC_INTEGRITY.md","18-06-2026 02:28:53","9738"
"D:\Tradelatest\docs\implementation_plan\the-biggest-risk-you-spicy-quilt.md","the-biggest-risk-you-spicy-quilt.md","17-06-2026 10:00:25","6812"
"D:\Tradelatest\docs\research-readiness\program-4b-transition-preregistration.md","program-4b-transition-preregistration.md","17-06-2026 01:28:47","6198"
"D:\Tradelatest\docs\research-readiness\program-4-nondirectional-preregistration.md","program-4-nondirectional-preregistration.md","17-06-2026 01:25:11","9885"
"D:\Tradelatest\docs\implementation_plan\the-strongest-thing-you-fluttering-kahn.md","the-strongest-thing-you-fluttering-kahn.md","17-06-2026 00:08:20","9099"
"D:\Tradelatest\docs\implementation_plan\001_FRAMEWORK_REGISTRY.md","001_FRAMEWORK_REGISTRY.md","16-06-2026 02:48:02","17776"
"D:\Tradelatest\docs\architecture\EXISTING_TO_FRAMEWORK_MAP.md","EXISTING_TO_FRAMEWORK_MAP.md","16-06-2026 02:47:50","16834"
"D:\Tradelatest\docs\architecture\TRADING_SYSTEM_FRAMEWORK.md","TRADING_SYSTEM_FRAMEWORK.md","16-06-2026 02:47:02","32400"
"D:\Tradelatest\docs\implementation_plan\i-ve-now-read-all-gentle-riddle.md","i-ve-now-read-all-gentle-riddle.md","16-06-2026 02:26:32","8678"
"D:\Tradelatest\docs\topics\replay-memory.md","replay-memory.md","16-06-2026 01:14:28","10970"
"D:\Tradelatest\docs\implementation_plan\claude-prompt-glittery-rabbit.md","claude-prompt-glittery-rabbit.md","16-06-2026 00:48:30","9846"
"D:\Tradelatest\docs\implementation_plan\continue-refactored-hamster.md","continue-refactored-hamster.md","15-06-2026 23:05:37","8251"
"D:\Tradelatest\docs\implementation_plan\c-users-hi-downloads-chatgpt-workflow-2-wondrous-mist.md","c-users-hi-downloads-chatgpt-workflow-2-wondrous-mist.md","15-06-2026 20:30:53","7853"
"D:\Tradelatest\docs\architecture\codebase-state-map.md","codebase-state-map.md","15-06-2026 13:22:56","14845"
"D:\Tradelatest\docs\analysis\session-log-archive\session-log-2026-06-12_to_2026-06-13.md","session-log-2026-06-12_to_2026-06-13.md","15-06-2026 13:02:37","27825"
"D:\Tradelatest\docs\analysis\backtest-trust-audit-2026-06-10.md","backtest-trust-audit-2026-06-10.md","15-06-2026 11:55:27","23214"
"D:\Tradelatest\docs\implementation_plan\d-tradelatest-docs-implementation-plan-ethereal-crystal.md","d-tradelatest-docs-implementation-plan-ethereal-crystal.md","15-06-2026 11:45:19","9275"
"D:\Tradelatest\docs\implementation_plan\FULL_BUILD_SPECIFICATION.md","FULL_BUILD_SPECIFICATION.md","15-06-2026 03:16:04","105041"
"D:\Tradelatest\docs\implementation_plan\the-largest-risk-you-nifty-allen.md","the-largest-risk-you-nifty-allen.md","15-06-2026 01:39:00","8600"
"D:\Tradelatest\docs\research-readiness\config-first-doctrine.md","config-first-doctrine.md","15-06-2026 01:10:03","16257"
"D:\Tradelatest\docs\implementation_plan\config-first-migration-prompt-you-nested-music.md","config-first-migration-prompt-you-nested-music.md","14-06-2026 22:56:31","13434"
"D:\Tradelatest\docs\topics\interpreter-contract.md","interpreter-contract.md","14-06-2026 19:33:33","7259"
"D:\Tradelatest\docs\topics\metrics-layer.md","metrics-layer.md","14-06-2026 12:24:20","5076"
"D:\Tradelatest\docs\implementation_plan\the-largest-risk-you-indexed-puddle.md","the-largest-risk-you-indexed-puddle.md","13-06-2026 23:39:57","11921"
"D:\Tradelatest\docs\analysis\session-log-archive\README.md","README.md","13-06-2026 22:00:10","835"
"D:\Tradelatest\docs\analysis\session-log-archive\session-log-2026-04-10_to_2026-06-11.md","session-log-2026-04-10_to_2026-06-11.md","13-06-2026 21:58:20","199994"
"D:\Tradelatest\docs\analysis\cross-instrument-anatomy-2026-06-13.md","cross-instrument-anatomy-2026-06-13.md","13-06-2026 21:53:20","4527"
"D:\Tradelatest\docs\implementation_plan\the-strongest-assumption-i-purring-lampson.md","the-strongest-assumption-i-purring-lampson.md","13-06-2026 17:07:28","9081"
"D:\Tradelatest\docs\analysis\structural-asymmetry-bnbusdt-2026-06-13.md","structural-asymmetry-bnbusdt-2026-06-13.md","13-06-2026 16:53:56","5364"
"D:\Tradelatest\docs\analysis\BNBUSDT_TRADE_ANATOMY_2026_06_13.md","BNBUSDT_TRADE_ANATOMY_2026_06_13.md","13-06-2026 16:53:31","10161"
"D:\Tradelatest\docs\intent_alignment_audit.md","intent_alignment_audit.md","13-06-2026 16:13:35","16924"
"D:\Tradelatest\docs\behavior_contracts.md","behavior_contracts.md","13-06-2026 16:12:44","8284"
"D:\Tradelatest\docs\intent_to_code_map.md","intent_to_code_map.md","13-06-2026 16:12:16","10897"
"D:\Tradelatest\docs\intent\900_preservation.md","900_preservation.md","13-06-2026 16:10:51","2884"
"D:\Tradelatest\docs\intent\500_agent.md","500_agent.md","13-06-2026 16:09:33","3195"
"D:\Tradelatest\docs\intent\400_research.md","400_research.md","13-06-2026 16:09:13","3786"
"D:\Tradelatest\docs\intent\300_memory.md","300_memory.md","13-06-2026 16:08:52","3258"
"D:\Tradelatest\docs\intent\200_risk.md","200_risk.md","13-06-2026 16:08:33","3301"
"D:\Tradelatest\docs\intent\100_execution.md","100_execution.md","13-06-2026 16:08:13","3690"
"D:\Tradelatest\docs\intent\000_governance.md","000_governance.md","13-06-2026 16:07:53","4376"
"D:\Tradelatest\docs\intent_graph.md","intent_graph.md","13-06-2026 16:07:30","47132"
"D:\Tradelatest\docs\implementation_plan\walk-me-through-claude-md-hazy-kite.md","walk-me-through-claude-md-hazy-kite.md","13-06-2026 13:01:56","5800"
"D:\Tradelatest\docs\implementation_plan\the-largest-risk-you-woolly-wreath.md","the-largest-risk-you-woolly-wreath.md","13-06-2026 12:23:12","10439"
"D:\Tradelatest\docs\analysis\program-1-closure-2026-06-13.md","program-1-closure-2026-06-13.md","13-06-2026 11:57:33","7646"
"D:\Tradelatest\docs\analysis\exit-grid-crypto6-2026-06-13.md","exit-grid-crypto6-2026-06-13.md","13-06-2026 04:20:39","5690"
"D:\Tradelatest\docs\implementation_plan\existing-data-sources-enumerated-feather.md","existing-data-sources-enumerated-feather.md","13-06-2026 03:32:49","8504"
"D:\Tradelatest\docs\analysis\bnbusdt_momentum_continuation_report.md","bnbusdt_momentum_continuation_report.md","13-06-2026 03:28:04","27872"
"D:\Tradelatest\docs\analysis\bnbusdt_performance_report.md","bnbusdt_performance_report.md","13-06-2026 02:56:44","6454"
"D:\Tradelatest\docs\analysis\selection-effect-crypto6-2026-06-13.md","selection-effect-crypto6-2026-06-13.md","13-06-2026 00:30:49","5755"
"D:\Tradelatest\docs\analysis\conditional-entropy-majors-2026-06-12.md","conditional-entropy-majors-2026-06-12.md","12-06-2026 23:51:34","4957"
"D:\Tradelatest\docs\analysis\qualify-majors-2026-06-12.md","qualify-majors-2026-06-12.md","12-06-2026 23:07:44","7145"
"D:\Tradelatest\docs\research-readiness\telemetry-report.md","telemetry-report.md","12-06-2026 20:34:49","3652"
"D:\Tradelatest\docs\research-readiness\test-gap-report.md","test-gap-report.md","12-06-2026 20:34:34","4781"
"D:\Tradelatest\docs\research-readiness\research-readiness-report.md","research-readiness-report.md","12-06-2026 20:34:26","7178"
"D:\Tradelatest\docs\research-readiness\finding-inventory.md","finding-inventory.md","12-06-2026 20:34:19","7309"
"D:\Tradelatest\docs\research-readiness\determinism-report.md","determinism-report.md","12-06-2026 08:07:20","3195"
"D:\Tradelatest\docs\research-readiness\metric-integrity-report.md","metric-integrity-report.md","12-06-2026 08:06:51","4095"
"D:\Tradelatest\docs\research-readiness\pipeline-maps.md","pipeline-maps.md","12-06-2026 08:06:14","7413"
"D:\Tradelatest\docs\analysis\UI_EVIDENCE_INDEX.md","UI_EVIDENCE_INDEX.md","12-06-2026 01:58:10","15119"
"D:\Tradelatest\docs\analysis\UI_DEPENDENCY_GRAPH.md","UI_DEPENDENCY_GRAPH.md","12-06-2026 01:57:28","21858"
"D:\Tradelatest\docs\analysis\UI_DRIFT_REPORT.md","UI_DRIFT_REPORT.md","12-06-2026 01:56:43","8595"
"D:\Tradelatest\docs\analysis\UI_ROUTE_MAP.md","UI_ROUTE_MAP.md","12-06-2026 01:56:09","7850"
"D:\Tradelatest\docs\analysis\UI_COMPONENT_MAP.md","UI_COMPONENT_MAP.md","12-06-2026 01:55:43","8284"
"D:\Tradelatest\docs\analysis\UI_ARCHAEOLOGY.md","UI_ARCHAEOLOGY.md","12-06-2026 01:55:16","14611"
"D:\Tradelatest\docs\implementation_plan\mission-convert-the-repository-giggly-stream.md","mission-convert-the-repository-giggly-stream.md","12-06-2026 00:38:12","13059"
"D:\Tradelatest\docs\topics\ai-automation-agent.md","ai-automation-agent.md","11-06-2026 23:28:15","3612"
"D:\Tradelatest\docs\implementation_plan\repository-truth-maintenance-doctrine-cheerful-comet.md","repository-truth-maintenance-doctrine-cheerful-comet.md","11-06-2026 23:23:13","7252"
"D:\Tradelatest\docs\implementation_plan\in-the-tradelatest-repo-piped-gem.md","in-the-tradelatest-repo-piped-gem.md","11-06-2026 22:55:22","2878"
"D:\Tradelatest\docs\implementation_plan\yes-based-on-the-stateful-flamingo.md","yes-based-on-the-stateful-flamingo.md","11-06-2026 22:15:25","9692"
"D:\Tradelatest\docs\analysis\bnbusdt-in-spine-ledger-2026-06-11.md","bnbusdt-in-spine-ledger-2026-06-11.md","11-06-2026 13:31:09","11767"
"D:\Tradelatest\docs\implementation_plan\act-as-claude-md-melodic-sunset.md","act-as-claude-md-melodic-sunset.md","11-06-2026 13:22:05","7939"
"D:\Tradelatest\docs\analysis\session-sweep-bnbusdt-2026-06-11.md","session-sweep-bnbusdt-2026-06-11.md","11-06-2026 12:37:19","5419"
"D:\Tradelatest\docs\architecture\pipeline-linkage-spine-as-hypothesis.md","pipeline-linkage-spine-as-hypothesis.md","11-06-2026 12:27:19","10637"
"D:\Tradelatest\docs\implementation_plan\intelligence-compounding-doctrine-core-crystalline-walrus.md","intelligence-compounding-doctrine-core-crystalline-walrus.md","11-06-2026 11:57:20","9328"
"D:\Tradelatest\docs\implementation_plan\the-strongest-assumption-i-sparkling-piglet.md","the-strongest-assumption-i-sparkling-piglet.md","11-06-2026 11:22:12","9343"
"D:\Tradelatest\docs\implementation_plan\plan-for-execution-golden-puzzle.md","plan-for-execution-golden-puzzle.md","11-06-2026 02:39:47","7983"
"D:\Tradelatest\docs\implementation_plan\this-is-a-brilliant-kind-sphinx.md","this-is-a-brilliant-kind-sphinx.md","11-06-2026 01:37:10","5573"
"D:\Tradelatest\docs\analysis\bnbusdt_execution_forensics.md","bnbusdt_execution_forensics.md","11-06-2026 00:51:09","38582"
"D:\Tradelatest\docs\analysis\bnbusdt_process_analysis.md","bnbusdt_process_analysis.md","11-06-2026 00:40:31","19949"
"D:\Tradelatest\docs\implementation_plan\the-biggest-risk-you-rustling-rain.md","the-biggest-risk-you-rustling-rain.md","10-06-2026 23:44:15","6368"
"D:\Tradelatest\docs\analysis\bnbusdt-conditional-edge-2026-06-10.md","bnbusdt-conditional-edge-2026-06-10.md","10-06-2026 23:34:17","3575"
"D:\Tradelatest\docs\analysis\bnbusdt-forensics-2026-06-10.md","bnbusdt-forensics-2026-06-10.md","10-06-2026 23:27:34","9950"
"D:\Tradelatest\docs\analysis\edge-discovery-m4-intrabar-2026-06-10.md","edge-discovery-m4-intrabar-2026-06-10.md","10-06-2026 21:22:08","4092"
"D:\Tradelatest\docs\analysis\exit-model-adoption-2026-06-10.md","exit-model-adoption-2026-06-10.md","10-06-2026 19:41:41","4429"
"D:\Tradelatest\docs\implementation_plan\task-enforce-strict-historical-splendid-gizmo.md","task-enforce-strict-historical-splendid-gizmo.md","10-06-2026 11:47:01","11298"
"D:\Tradelatest\docs\implementation_plan\yes-the-sources-now-recursive-babbage.md","yes-the-sources-now-recursive-babbage.md","10-06-2026 10:11:59","7766"
"D:\Tradelatest\docs\operations\DEPENDENCY_GRAPH.md","DEPENDENCY_GRAPH.md","10-06-2026 01:09:43","20709"
"D:\Tradelatest\docs\operations\CURRENT_STATE.md","CURRENT_STATE.md","10-06-2026 01:08:46","5034"
"D:\Tradelatest\docs\operations\TRUST_TIER_INDEX.md","TRUST_TIER_INDEX.md","10-06-2026 01:08:22","5807"
"D:\Tradelatest\docs\operations\KNOWN_ILLUSIONS.md","KNOWN_ILLUSIONS.md","10-06-2026 01:07:53","11156"
"D:\Tradelatest\docs\implementation_plan\backtest-sensitivity-sweep-before-twinkling-tide.md","backtest-sensitivity-sweep-before-twinkling-tide.md","10-06-2026 00:05:16","4173"
"D:\Tradelatest\docs\analysis\consensus-sweep-null-2026-06-09.md","consensus-sweep-null-2026-06-09.md","09-06-2026 23:44:58","3422"
"D:\Tradelatest\docs\implementation_plan\edge-discovery-program-memoized-mountain.md","edge-discovery-program-memoized-mountain.md","09-06-2026 23:28:07","17012"
"D:\Tradelatest\docs\STRATEGIES.md","STRATEGIES.md","07-06-2026 12:56:08","3522"
"D:\Tradelatest\docs\handover\jarvis-crt-handover-v3.md","jarvis-crt-handover-v3.md","06-06-2026 18:28:13","4842"
"D:\Tradelatest\docs\reference\control-plane.md","control-plane.md","06-06-2026 18:28:13","2072"
"D:\Tradelatest\docs\analysis\trade-discovery-trace.md","trade-discovery-trace.md","06-06-2026 18:28:13","18423"
"D:\Tradelatest\docs\analysis\system-analysis-report-2026-04-21.md","system-analysis-report-2026-04-21.md","06-06-2026 18:28:13","3590"
"D:\Tradelatest\docs\analysis\session-analysis-2026-04-28.md","session-analysis-2026-04-28.md","06-06-2026 18:28:13","33684"
"D:\Tradelatest\docs\analysis\runtime-logic-analysis.md","runtime-logic-analysis.md","06-06-2026 18:28:13","10599"
"D:\Tradelatest\docs\analysis\rr-data-integrity-audit-2026-04-30.md","rr-data-integrity-audit-2026-04-30.md","06-06-2026 18:28:13","8350"
"D:\Tradelatest\docs\analysis\performance-improvement-plan.md","performance-improvement-plan.md","06-06-2026 18:28:13","16585"
"D:\Tradelatest\docs\analysis\integration-audit.md","integration-audit.md","06-06-2026 18:28:13","9367"
"D:\Tradelatest\docs\analysis\command-source-audit.md","command-source-audit.md","06-06-2026 18:28:13","131727"
"D:\Tradelatest\docs\analysis\codebase-analysis.md","codebase-analysis.md","06-06-2026 18:28:13","91956"
"D:\Tradelatest\docs\reference\governance.md","governance.md","06-06-2026 18:28:13","17046"
"D:\Tradelatest\docs\reference\agent-reference.md","agent-reference.md","06-06-2026 18:28:13","17075"
"D:\Tradelatest\docs\plans\list-every-numeric-literal-mighty-wave.md","list-every-numeric-literal-mighty-wave.md","06-06-2026 18:19:11","4264"
"D:\Tradelatest\docs\plans\when-doing-planning-and-mossy-teapot.md","when-doing-planning-and-mossy-teapot.md","06-06-2026 18:05:40","7619"
"D:\Tradelatest\docs\analysis\detection-sweep-2026-06-06.md","detection-sweep-2026-06-06.md","06-06-2026 17:50:44","3610"
"D:\Tradelatest\docs\reference\bash-command-catalog.md","bash-command-catalog.md","06-06-2026 17:49:21","15190"
"D:\Tradelatest\docs\analysis\funnel-diagnosis-2026-06-06.md","funnel-diagnosis-2026-06-06.md","06-06-2026 17:15:49","3131"
"D:\Tradelatest\docs\analysis\early-invalidation-exectrade-ab-2026-06-06.md","early-invalidation-exectrade-ab-2026-06-06.md","06-06-2026 14:52:05","4012"
"D:\Tradelatest\docs\analysis\early-invalidation-ab-2026-06-06.md","early-invalidation-ab-2026-06-06.md","06-06-2026 14:16:52","4183"
"D:\Tradelatest\docs\analysis\pattern-timing-2026-06-06.md","pattern-timing-2026-06-06.md","06-06-2026 13:22:39","5176"
"D:\Tradelatest\docs\plans\with-the-docs-gathered-optimized-kettle.md","with-the-docs-gathered-optimized-kettle.md","06-06-2026 12:10:35","7995"
"D:\Tradelatest\docs\architecture\service-boundary-map.md","service-boundary-map.md","06-06-2026 11:58:49","7475"
"D:\Tradelatest\docs\topics\regime-classifier.md","regime-classifier.md","06-06-2026 01:48:50","3287"
"D:\Tradelatest\docs\analysis\intent-vs-code-reconciliation-2026-06-05.md","intent-vs-code-reconciliation-2026-06-05.md","06-06-2026 01:48:48","7767"
"D:\Tradelatest\docs\topics\execution-loop.md","execution-loop.md","06-06-2026 01:48:23","3577"
"D:\Tradelatest\docs\topics\portfolio-allocation.md","portfolio-allocation.md","06-06-2026 01:48:20","3774"
"D:\Tradelatest\docs\topics\weight-search.md","weight-search.md","06-06-2026 01:20:43","3153"
"D:\Tradelatest\docs\topics\analytics-sltp.md","analytics-sltp.md","06-06-2026 01:20:23","2991"
"D:\Tradelatest\docs\topics\expansion-engine.md","expansion-engine.md","06-06-2026 01:20:03","3509"
"D:\Tradelatest\docs\reference\training.md","training.md","06-06-2026 01:12:13","10475"
"D:\Tradelatest\docs\architecture\services\decision-spine.md","decision-spine.md","06-06-2026 01:12:09","4339"
"D:\Tradelatest\docs\topics\live-execution.md","live-execution.md","06-06-2026 01:02:07","4603"
"D:\Tradelatest\docs\topics\event-fabric.md","event-fabric.md","06-06-2026 01:01:36","3949"
"D:\Tradelatest\docs\plans\readme.md","readme.md","06-06-2026 00:44:38","13933"
"D:\Tradelatest\docs\plans\you-are-lead-runtime-typed-snowglobe.md","you-are-lead-runtime-typed-snowglobe.md","05-06-2026 20:20:23","21549"
"D:\Tradelatest\docs\plans\you-are-implementing-stage-1-polished-token.md","you-are-implementing-stage-1-polished-token.md","05-06-2026 20:20:23","33080"
"D:\Tradelatest\docs\plans\you-are-implementing-phase-integrity-inherited-tulip.md","you-are-implementing-phase-integrity-inherited-tulip.md","05-06-2026 20:20:23","31363"
"D:\Tradelatest\docs\plans\you-are-an-expert-ancient-pebble.md","you-are-an-expert-ancient-pebble.md","05-06-2026 20:20:23","19795"
"D:\Tradelatest\docs\plans\you-are-auditing-a-goofy-prism.md","you-are-auditing-a-goofy-prism.md","05-06-2026 20:20:23","9977"
"D:\Tradelatest\docs\plans\yes-this-is-now-eager-pixel.md","yes-this-is-now-eager-pixel.md","05-06-2026 20:20:23","12791"
"D:\Tradelatest\docs\plans\yes-reverse-order-indexed-cookie.md","yes-reverse-order-indexed-cookie.md","05-06-2026 20:20:23","20458"
"D:\Tradelatest\docs\plans\venv-ps-d-tradelatest-python-sleepy-squirrel.md","venv-ps-d-tradelatest-python-sleepy-squirrel.md","05-06-2026 20:20:23","3588"
"D:\Tradelatest\docs\plans\venv-ps-d-tradelatest-python-zazzy-simon.md","venv-ps-d-tradelatest-python-zazzy-simon.md","05-06-2026 20:20:23","2649"
"D:\Tradelatest\docs\plans\validation-of-expectations-vivid-peacock.md","validation-of-expectations-vivid-peacock.md","05-06-2026 20:20:23","2925"
"D:\Tradelatest\docs\plans\venv-ps-d-tradelatest-python-compiled-orbit.md","venv-ps-d-tradelatest-python-compiled-orbit.md","05-06-2026 20:20:23","2434"
"D:\Tradelatest\docs\plans\time-estimate-calculation-compressed-biscuit.md","time-estimate-calculation-compressed-biscuit.md","05-06-2026 20:20:23","3029"
"D:\Tradelatest\docs\plans\the-root-cause-fancy-marble.md","the-root-cause-fancy-marble.md","05-06-2026 20:20:23","5674"
"D:\Tradelatest\docs\plans\stusy-readme-of-https-github-com-humming-unified-flamingo.md","stusy-readme-of-https-github-com-humming-unified-flamingo.md","05-06-2026 20:20:23","10971"
"D:\Tradelatest\docs\plans\study-the-code-base-linear-alpaca.md","study-the-code-base-linear-alpaca.md","05-06-2026 20:20:23","16790"
"D:\Tradelatest\docs\plans\start-with-regime-aware-fusion-rosy-waterfall.md","start-with-regime-aware-fusion-rosy-waterfall.md","05-06-2026 20:20:23","14940"
"D:\Tradelatest\docs\plans\search-all-plans-reports-merry-sunbeam.md","search-all-plans-reports-merry-sunbeam.md","05-06-2026 20:20:23","10598"
"D:\Tradelatest\docs\plans\regime-aware-fusion-closed-marking-glistening-river.md","regime-aware-fusion-closed-marking-glistening-river.md","05-06-2026 20:20:23","20269"
"D:\Tradelatest\docs\plans\let-me-read-every-velvety-gosling.md","let-me-read-every-velvety-gosling.md","05-06-2026 20:20:23","22301"
"D:\Tradelatest\docs\plans\knowledge-transfer-document-temporal-bird.md","knowledge-transfer-document-temporal-bird.md","05-06-2026 20:20:23","235457"
"D:\Tradelatest\docs\plans\in-ui-to-follow-purring-honey.md","in-ui-to-follow-purring-honey.md","05-06-2026 20:20:23","9356"
"D:\Tradelatest\docs\plans\hummingbot-candle-fetcher-need-command-t-tingly-candle.md","hummingbot-candle-fetcher-need-command-t-tingly-candle.md","05-06-2026 20:20:23","5353"
"D:\Tradelatest\docs\plans\i-remember-we-implemented-flickering-pie.md","i-remember-we-implemented-flickering-pie.md","05-06-2026 20:20:23","5522"
"D:\Tradelatest\docs\plans\here-is-the-complete-tingly-finch.md","here-is-the-complete-tingly-finch.md","05-06-2026 20:20:23","21772"
"D:\Tradelatest\docs\plans\good-enough-context-let-humming-knuth.md","good-enough-context-let-humming-knuth.md","05-06-2026 20:20:23","4813"
"D:\Tradelatest\docs\plans\generate-claude-md-for-current-eventual-sketch.md","generate-claude-md-for-current-eventual-sketch.md","05-06-2026 20:20:23","12840"
"D:\Tradelatest\docs\plans\gaussain-zonegate-tradenet-rrminer-ethereal-dove.md","gaussain-zonegate-tradenet-rrminer-ethereal-dove.md","05-06-2026 20:20:23","39490"
"D:\Tradelatest\docs\plans\dont-read-logs-will-streamed-trinket.md","dont-read-logs-will-streamed-trinket.md","05-06-2026 20:20:23","9236"
"D:\Tradelatest\docs\plans\e4081377-is-failed-but-fluffy-wreath.md","e4081377-is-failed-but-fluffy-wreath.md","05-06-2026 20:20:23","77778"
"D:\Tradelatest\docs\plans\d-tradelatest-trade-discovery-trace-md-serene-zebra.md","d-tradelatest-trade-discovery-trace-md-serene-zebra.md","05-06-2026 20:20:23","104036"
"D:\Tradelatest\docs\plans\d-tradelatest-models-tradenet-registry-robust-neumann.md","d-tradelatest-models-tradenet-registry-robust-neumann.md","05-06-2026 20:20:23","10704"
"D:\Tradelatest\docs\plans\d-tradelatest-logs-logsrepo-tree-txt-d-tidy-gem.md","d-tradelatest-logs-logsrepo-tree-txt-d-tidy-gem.md","05-06-2026 20:20:23","85337"
"D:\Tradelatest\docs\plans\claude-you-have-full-fuzzy-bonbon.md","claude-you-have-full-fuzzy-bonbon.md","05-06-2026 20:20:23","56015"
"D:\Tradelatest\docs\plans\context-current-tradenet-is-jazzy-lemur.md","context-current-tradenet-is-jazzy-lemur.md","05-06-2026 20:20:23","16187"
"D:\Tradelatest\docs\plans\crt-127-0-0-1-get-runs-q-cheeky-blum.md","crt-127-0-0-1-get-runs-q-cheeky-blum.md","05-06-2026 20:20:23","4423"
"D:\Tradelatest\docs\plans\crt-engine-20260509-005424-is-empty-chec-parsed-yeti.md","crt-engine-20260509-005424-is-empty-chec-parsed-yeti.md","05-06-2026 20:20:23","6238"
"D:\Tradelatest\docs\plans\bitnet-is-the-active-adaptive-ritchie.md","bitnet-is-the-active-adaptive-ritchie.md","05-06-2026 20:20:23","16247"
"D:\Tradelatest\docs\plans\below-is-a-prompt-mighty-riddle.md","below-is-a-prompt-mighty-riddle.md","05-06-2026 20:20:23","9547"
"D:\Tradelatest\docs\plans\based-on-your-screenshot-precious-scott.md","based-on-your-screenshot-precious-scott.md","05-06-2026 20:20:23","12239"
"D:\Tradelatest\docs\plans\analyze-only-this-runtime-wondrous-shell.md","analyze-only-this-runtime-wondrous-shell.md","05-06-2026 20:20:23","69654"
"D:\Tradelatest\docs\plans\analyse-the-accuracy-of-robust-kay.md","analyse-the-accuracy-of-robust-kay.md","05-06-2026 20:20:23","12011"
"D:\Tradelatest\docs\plans\lets-work-on-claude-goofy-scott.md","lets-work-on-claude-goofy-scott.md","05-06-2026 20:06:34","10810"
"D:\Tradelatest\docs\analysis\audit-2026-06-02\dead-dormant-inventory.md","dead-dormant-inventory.md","04-06-2026 12:55:22","4608"
"D:\Tradelatest\docs\plans\probability-surface-advisory.md","probability-surface-advisory.md","04-06-2026 12:55:16","4040"
"D:\Tradelatest\docs\plans\system-mandate-architecture-tender-hoare.md","system-mandate-architecture-tender-hoare.md","04-06-2026 11:25:34","17628"
"D:\Tradelatest\docs\plans\open-defect-recovery-parsed-marble.md","open-defect-recovery-parsed-marble.md","03-06-2026 23:31:41","7996"
"D:\Tradelatest\docs\topics\execution-planning.md","execution-planning.md","03-06-2026 20:24:06","5465"
"D:\Tradelatest\docs\analysis\execution-planner-replay-bnbusdt-2026-06-03.md","execution-planner-replay-bnbusdt-2026-06-03.md","03-06-2026 20:22:29","5472"
"D:\Tradelatest\docs\analysis\alpha-ledger-recovery-2026-06-03.md","alpha-ledger-recovery-2026-06-03.md","03-06-2026 19:33:44","31302"
"D:\Tradelatest\docs\plans\assume-the-architecture-is-joyful-naur.md","assume-the-architecture-is-joyful-naur.md","03-06-2026 18:40:14","6517"
"D:\Tradelatest\docs\plans\the-strongest-assumption-that-glistening-clarke.md","the-strongest-assumption-that-glistening-clarke.md","03-06-2026 16:25:01","10207"
"D:\Tradelatest\docs\analysis\economic-edge-gap-analysis-2026-06-03.md","economic-edge-gap-analysis-2026-06-03.md","03-06-2026 15:58:00","15301"
"D:\Tradelatest\docs\analysis\phase0-economic-edge-diagnosis-2026-06-03.md","phase0-economic-edge-diagnosis-2026-06-03.md","03-06-2026 15:56:51","5353"
"D:\Tradelatest\docs\analysis\repository-evolution-audit-PROMPT-2026-06-03.md","repository-evolution-audit-PROMPT-2026-06-03.md","03-06-2026 14:12:45","6523"
"D:\Tradelatest\docs\analysis\repository-evolution-audit-liquidity-state-2026-06-03.md","repository-evolution-audit-liquidity-state-2026-06-03.md","03-06-2026 14:10:48","9908"
"D:\Tradelatest\docs\plans\yes-after-inspecting-the-proud-summit.md","yes-after-inspecting-the-proud-summit.md","03-06-2026 13:55:44","8463"
"D:\Tradelatest\docs\analysis\gate-contribution-bnbusdt-2026-06-03.md","gate-contribution-bnbusdt-2026-06-03.md","03-06-2026 12:24:45","4103"
"D:\Tradelatest\docs\analysis\accepted-trade-attribution-2026-06-03.md","accepted-trade-attribution-2026-06-03.md","03-06-2026 12:18:46","5148"
"D:\Tradelatest\docs\plans\i-remember-we-are-golden-yeti.md","i-remember-we-are-golden-yeti.md","03-06-2026 01:39:27","6940"
"D:\Tradelatest\docs\analysis\edge-attribution-2026-06-03.md","edge-attribution-2026-06-03.md","03-06-2026 01:25:01","8109"
"D:\Tradelatest\docs\analysis\audit-2026-06-02\top-10-roi-actions.md","top-10-roi-actions.md","03-06-2026 00:43:31","5652"
"D:\Tradelatest\docs\topics\promotion-governance.md","promotion-governance.md","03-06-2026 00:43:21","6515"
"D:\Tradelatest\docs\analysis\audit-2026-06-02\validation-audit.md","validation-audit.md","03-06-2026 00:15:32","4178"
"D:\Tradelatest\docs\analysis\audit-2026-06-02\governance-audit.md","governance-audit.md","03-06-2026 00:15:06","4487"
"D:\Tradelatest\docs\analysis\audit-2026-06-02\intent-to-code-gap-report.md","intent-to-code-gap-report.md","03-06-2026 00:14:39","3660"
